satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1978,2,4,2,1,4,2,3,4,3,5,5,5,4,4,27,27
satisfied,Female,disloyal Customer,27,Business travel,Eco,2615,4,4,4,3,4,4,3,5,2,2,3,3,3,3,170,161
dissatisfied,Male,Loyal Customer,37,Business travel,Business,1682,4,2,3,2,5,4,3,1,1,1,4,4,1,4,0,0
dissatisfied,Female,Loyal Customer,39,Business travel,Business,98,4,1,1,1,1,3,3,3,3,3,4,1,3,3,0,0
satisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,3184,5,5,5,1,2,5,2,2,4,3,4,3,4,2,26,21
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1116,2,2,2,4,2,2,2,2,5,4,5,3,5,2,3,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1989,4,4,4,4,4,2,4,4,4,4,4,1,4,1,0,0
satisfied,Female,Loyal Customer,34,Business travel,Business,3322,1,1,1,1,3,5,2,4,4,4,4,2,4,4,0,0
dissatisfied,Female,Loyal Customer,30,Business travel,Business,4593,3,3,3,3,3,3,3,1,2,3,4,3,4,3,50,55
satisfied,Female,Loyal Customer,55,Business travel,Eco,995,4,4,4,4,2,1,4,4,4,4,4,3,4,2,30,19
dissatisfied,Female,disloyal Customer,9,Business travel,Eco,1990,3,3,3,4,1,3,1,1,3,1,3,2,3,1,35,9
satisfied,Male,Loyal Customer,40,Business travel,Business,2881,5,5,4,5,3,5,5,5,5,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,3057,2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,3771,0,0,0,3,2,5,4,2,2,2,2,5,2,5,3,0
dissatisfied,Male,Loyal Customer,38,Business travel,Eco,2917,3,1,2,1,3,3,3,3,4,2,2,1,2,3,0,32
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,576,2,1,2,2,3,4,4,5,5,5,5,4,5,5,0,0
dissatisfied,Female,Loyal Customer,62,Business travel,Eco,735,3,2,2,2,2,2,3,3,3,3,3,3,3,1,0,12
dissatisfied,Male,Loyal Customer,43,Business travel,Business,1934,2,3,3,3,3,3,3,2,2,2,2,2,2,4,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2717,4,4,4,4,1,3,3,4,4,4,4,5,4,1,51,65
dissatisfied,Male,Loyal Customer,41,Business travel,Business,1417,3,5,5,5,2,4,4,3,3,3,3,3,3,1,31,60
dissatisfied,Male,disloyal Customer,47,Business travel,Business,1960,3,3,3,5,3,3,3,3,5,2,5,3,4,3,34,27
satisfied,Male,Loyal Customer,48,Business travel,Business,3541,2,2,2,2,2,4,5,5,5,5,5,5,5,4,34,9
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1845,3,1,3,3,2,3,2,2,4,5,3,2,4,2,0,0
satisfied,Male,Loyal Customer,44,Business travel,Business,1990,4,3,4,4,2,3,4,4,4,4,4,4,4,5,0,15
satisfied,Female,Loyal Customer,44,Business travel,Business,2711,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Business,2673,3,3,3,2,4,3,4,4,3,3,4,3,4,4,61,46
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1786,3,3,3,3,1,3,1,1,4,2,4,4,3,1,44,62
dissatisfied,Female,Loyal Customer,23,Business travel,Eco,1902,3,3,3,3,3,3,2,3,3,4,4,1,3,3,12,15
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2528,2,5,2,1,3,2,3,3,4,4,4,5,4,3,0,0
dissatisfied,Male,Loyal Customer,25,Business travel,Eco,2554,4,2,4,4,4,4,2,4,1,3,4,4,4,4,13,0
satisfied,Male,Loyal Customer,36,Business travel,Business,383,4,4,4,4,2,3,3,4,4,4,4,4,4,3,1,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2282,4,5,5,5,4,4,4,4,5,3,5,2,4,4,0,0
satisfied,Male,Loyal Customer,34,Business travel,Business,3699,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,1788,2,1,2,3,2,2,2,2,4,4,3,3,4,2,36,40
dissatisfied,Male,disloyal Customer,34,Business travel,Business,1958,1,0,0,1,2,0,2,2,5,5,4,5,4,2,74,77
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,3135,2,5,2,2,5,2,5,5,3,2,2,1,4,5,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,2191,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,66,Business travel,Business,3429,1,1,1,1,3,2,2,4,4,4,4,2,4,4,0,0
dissatisfied,Male,Loyal Customer,58,Business travel,Business,2046,4,2,2,2,3,1,1,4,4,4,4,2,4,1,1,0
satisfied,Female,disloyal Customer,21,Business travel,Business,2029,5,0,5,2,2,5,2,2,3,3,4,2,4,2,0,0
satisfied,Male,Loyal Customer,42,Business travel,Business,1597,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,1806,2,2,2,4,1,2,1,1,4,4,4,5,1,1,0,0
satisfied,Female,Loyal Customer,36,Business travel,Business,2673,2,2,2,2,2,4,3,4,4,4,4,3,4,4,0,9
satisfied,Male,Loyal Customer,25,Business travel,Business,4609,5,5,5,5,2,2,2,2,3,4,4,4,5,2,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1593,5,5,5,5,4,5,5,4,4,4,4,3,4,4,16,5
dissatisfied,Female,disloyal Customer,17,Business travel,Eco,1705,3,4,3,4,3,3,3,3,1,5,3,1,4,3,5,0
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,1930,5,5,5,5,2,5,2,2,4,1,1,4,5,2,9,0
satisfied,Male,Loyal Customer,36,Business travel,Business,3238,2,2,2,2,2,3,2,4,4,4,4,4,4,3,42,42
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2766,2,1,2,3,1,2,1,1,1,5,2,3,3,1,5,0
satisfied,Female,Loyal Customer,20,Business travel,Eco Plus,1775,0,5,1,3,4,1,4,4,2,5,4,1,2,4,32,13
satisfied,Male,Loyal Customer,31,Business travel,Business,3126,4,4,4,4,5,5,5,5,2,4,5,5,5,5,194,231
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1243,5,5,4,5,4,4,4,4,5,3,4,3,4,4,0,0
satisfied,Female,Loyal Customer,43,Business travel,Business,2174,5,2,5,5,3,4,5,3,3,3,3,5,3,4,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1780,3,3,3,3,4,5,5,4,4,4,4,3,4,4,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2267,1,1,1,4,4,1,4,4,2,1,3,2,4,4,0,0
satisfied,Female,Loyal Customer,42,Business travel,Business,619,3,3,3,3,4,4,5,5,5,5,5,3,5,4,12,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,1851,4,4,5,4,4,4,4,4,5,3,4,2,4,4,0,0
satisfied,Male,Loyal Customer,38,Business travel,Eco,1313,4,1,3,3,4,4,4,4,4,4,3,5,2,4,3,14
satisfied,Male,Loyal Customer,24,Business travel,Eco,2202,4,4,4,4,4,4,3,4,1,2,5,1,4,4,0,1
satisfied,Female,Loyal Customer,34,Business travel,Business,3403,3,3,3,3,3,5,4,4,4,5,4,5,4,4,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,2293,2,2,2,4,4,2,4,4,4,1,4,4,3,4,5,5
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2503,1,1,1,3,1,1,5,1,1,1,3,2,3,1,35,28
satisfied,Female,Loyal Customer,61,Business travel,Business,407,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2080,3,4,3,4,4,3,1,4,3,5,4,5,5,4,15,12
satisfied,Male,Loyal Customer,29,Business travel,Business,4186,4,4,4,4,5,5,5,5,4,2,5,3,4,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1286,2,4,2,3,3,2,3,3,4,5,3,1,3,3,31,38
dissatisfied,Male,Loyal Customer,60,Personal Travel,Business,1502,2,4,2,2,3,4,4,2,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,48,Business travel,Business,3715,3,2,2,2,2,2,3,3,3,3,3,3,3,1,76,66
satisfied,Male,disloyal Customer,27,Business travel,Business,3260,4,4,4,4,3,4,3,3,4,3,4,4,4,3,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,87,3,4,3,3,3,4,3,5,5,5,4,2,5,4,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1442,4,5,4,5,1,4,1,1,3,4,5,3,4,1,0,33
satisfied,Female,disloyal Customer,27,Business travel,Business,1577,5,5,5,4,3,5,3,3,3,2,3,4,5,3,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2309,1,4,1,5,2,1,2,2,5,2,3,3,4,2,0,0
satisfied,Female,Loyal Customer,58,Business travel,Eco,2113,4,5,5,5,4,4,4,3,2,1,1,4,1,4,134,123
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1291,4,5,5,5,3,1,2,4,4,4,4,5,4,1,0,0
satisfied,Female,Loyal Customer,41,Business travel,Business,624,4,4,4,4,2,4,5,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,50,Business travel,Business,2480,4,5,4,4,3,4,5,4,4,4,4,4,4,5,2,19
dissatisfied,Female,disloyal Customer,45,Business travel,Eco,2649,4,5,5,4,3,5,3,3,2,4,3,1,3,3,53,59
satisfied,Male,Loyal Customer,11,Business travel,Business,2123,1,1,1,1,4,4,4,4,1,1,2,5,4,4,0,0
satisfied,Male,disloyal Customer,26,Business travel,Business,1535,4,1,4,4,2,4,2,2,4,4,5,4,4,2,0,58
satisfied,Male,Loyal Customer,41,Business travel,Business,3464,1,1,1,1,3,5,4,4,4,4,4,4,4,5,2,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,1146,1,1,1,1,4,4,5,4,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,925,2,5,2,2,5,4,5,5,5,5,5,4,5,4,0,0
satisfied,Female,Loyal Customer,23,Business travel,Business,1407,2,2,2,2,5,5,5,5,4,2,5,5,4,5,0,0
satisfied,Male,Loyal Customer,63,Business travel,Business,282,0,0,0,1,3,2,4,3,3,3,3,2,3,3,20,0
satisfied,Male,Loyal Customer,28,Business travel,Eco Plus,1213,4,2,2,2,4,4,4,4,4,4,5,4,1,4,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco Plus,1782,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0
satisfied,Male,disloyal Customer,22,Business travel,Eco,2203,4,4,4,2,4,4,4,4,3,2,5,1,5,4,0,7
dissatisfied,Female,Loyal Customer,64,Business travel,Eco,694,2,5,5,5,4,4,3,2,2,2,2,4,2,1,14,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,299,5,3,3,3,3,2,3,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,52,Business travel,Business,3080,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2234,1,5,1,5,3,1,3,3,5,2,4,3,4,3,0,0
dissatisfied,Female,Loyal Customer,40,Business travel,Business,2848,2,5,5,5,1,3,3,2,2,2,2,3,2,4,0,39
satisfied,Male,Loyal Customer,46,Business travel,Business,1735,2,2,2,2,2,4,4,5,5,5,5,4,5,4,74,64
dissatisfied,Male,Loyal Customer,54,Personal Travel,Business,779,1,4,1,5,4,4,1,1,1,1,1,4,1,5,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1656,3,0,3,2,5,3,5,5,2,5,5,5,3,5,2,4
dissatisfied,Male,Loyal Customer,37,Business travel,Eco,2035,3,4,4,4,3,3,3,3,4,5,4,1,3,3,5,10
satisfied,Female,Loyal Customer,39,Business travel,Business,3295,3,3,3,3,4,5,4,4,4,4,4,4,4,4,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1364,4,5,4,2,4,4,4,4,3,4,5,5,4,4,0,3
dissatisfied,Male,Loyal Customer,49,Business travel,Business,1869,4,2,2,2,3,1,3,4,4,3,4,3,4,1,109,119
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2247,1,4,1,1,3,1,3,3,5,5,5,3,5,3,0,0
dissatisfied,Female,Loyal Customer,50,Business travel,Business,233,1,5,3,3,3,2,1,1,1,1,1,3,1,1,0,2
satisfied,Male,Loyal Customer,50,Business travel,Business,1485,3,3,3,3,1,4,1,5,5,4,5,2,5,2,91,67
dissatisfied,Male,disloyal Customer,8,Business travel,Eco,2436,2,2,2,4,1,2,1,1,1,3,3,3,3,1,0,0
satisfied,Male,Loyal Customer,41,Business travel,Business,1811,1,1,1,1,2,4,5,5,5,5,5,4,5,4,0,0
satisfied,Male,Loyal Customer,51,Business travel,Eco Plus,1351,5,5,5,5,5,5,5,5,4,1,1,1,1,5,1,42
dissatisfied,Male,Loyal Customer,34,Business travel,Business,566,2,1,1,1,5,3,4,2,2,2,2,1,2,4,12,12
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco Plus,1856,2,4,2,2,4,2,4,4,4,2,5,5,4,4,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2539,1,1,1,3,5,1,5,5,1,2,2,3,3,5,0,0
dissatisfied,Female,Loyal Customer,41,Business travel,Business,3994,4,2,2,2,5,4,3,4,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,599,3,3,3,3,1,3,5,4,4,4,4,1,4,5,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2199,4,5,5,5,1,5,2,4,4,4,4,4,4,4,21,13
satisfied,Female,disloyal Customer,15,Business travel,Eco,3744,4,3,3,3,5,4,5,5,3,5,5,3,5,5,4,0
dissatisfied,Female,Loyal Customer,54,Personal Travel,Eco,336,4,4,4,5,5,3,1,3,3,4,3,4,3,3,0,0
satisfied,Female,Loyal Customer,27,Business travel,Business,5693,2,2,2,2,5,5,5,5,4,2,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1491,3,2,3,3,2,3,2,2,2,2,4,4,3,2,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,2620,1,1,1,1,4,5,4,4,3,2,4,5,4,4,112,115
dissatisfied,Female,Loyal Customer,29,Business travel,Eco Plus,2411,3,3,3,3,3,3,3,3,3,4,3,1,3,3,9,0
satisfied,Female,Loyal Customer,39,Business travel,Business,358,3,3,3,3,3,3,5,5,5,4,3,3,5,5,93,81
satisfied,Female,disloyal Customer,21,Business travel,Business,1415,0,0,0,1,3,0,4,3,4,2,4,4,5,3,0,3
satisfied,Male,Loyal Customer,23,Business travel,Eco,1524,5,3,3,3,5,5,4,5,1,5,4,4,4,5,48,43
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2425,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1708,3,3,3,2,3,3,3,3,3,5,1,3,2,3,0,0
satisfied,Female,Loyal Customer,28,Business travel,Business,4389,4,4,4,4,4,4,4,4,4,4,5,4,4,4,10,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1940,2,2,2,3,2,2,2,2,3,4,2,3,2,2,0,0
dissatisfied,Female,Loyal Customer,54,Business travel,Business,1078,3,2,2,2,3,4,4,3,3,3,3,2,3,2,0,16
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1693,2,2,2,5,2,2,2,2,4,5,4,5,5,2,0,8
dissatisfied,Female,Loyal Customer,50,Personal Travel,Eco,939,4,1,4,3,2,2,3,1,1,4,1,4,1,1,21,38
dissatisfied,Male,Loyal Customer,50,Business travel,Eco,2473,3,4,4,4,3,3,3,3,2,3,1,2,2,3,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco Plus,1495,1,1,1,2,4,1,4,4,3,2,3,4,2,4,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2122,0,1,0,2,2,0,4,2,4,1,3,1,3,2,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1476,0,3,0,5,2,0,2,2,2,5,3,4,2,2,0,10
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1667,4,3,3,2,4,3,1,4,2,1,4,4,3,4,10,17
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1717,4,4,5,3,2,5,2,2,3,3,5,5,5,2,0,0
satisfied,Female,Loyal Customer,59,Business travel,Eco Plus,318,5,4,4,4,4,3,5,5,5,5,5,4,5,1,117,110
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,1946,3,0,3,4,5,3,5,5,3,5,4,5,4,5,0,0
dissatisfied,Female,Loyal Customer,54,Business travel,Business,2691,2,4,3,4,2,3,4,2,2,2,2,4,2,4,34,41
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco Plus,1221,3,1,3,3,5,3,4,5,2,5,4,2,3,5,0,1
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1597,1,4,1,2,3,1,3,3,5,2,1,5,1,3,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1767,1,1,1,3,1,1,1,1,1,4,2,4,5,1,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,3213,2,4,2,5,3,2,3,3,4,4,4,4,4,3,32,22
satisfied,Male,Loyal Customer,39,Business travel,Business,554,1,1,1,1,2,5,5,2,2,2,2,5,2,3,29,5
dissatisfied,Male,Loyal Customer,57,Business travel,Eco,2107,3,2,2,2,3,3,3,3,1,4,3,1,3,3,0,1
satisfied,Male,Loyal Customer,46,Business travel,Business,2479,2,2,2,2,5,4,4,4,3,4,5,4,4,4,44,26
satisfied,Female,Loyal Customer,39,Business travel,Business,705,1,1,1,1,5,5,4,3,3,3,3,4,3,4,21,16
dissatisfied,Male,disloyal Customer,46,Business travel,Eco,1609,3,4,3,4,4,3,2,4,1,2,1,2,1,4,94,99
dissatisfied,Male,disloyal Customer,47,Business travel,Eco,1301,2,0,2,1,3,2,3,3,1,2,4,1,4,3,15,4
satisfied,Female,Loyal Customer,49,Business travel,Business,1690,2,2,2,2,3,5,4,4,4,4,4,5,4,3,0,12
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,1443,3,5,4,3,3,4,3,3,5,2,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1856,1,4,1,5,4,1,5,4,5,2,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1907,2,5,2,3,2,2,2,2,4,4,4,5,5,2,1,0
dissatisfied,Female,Loyal Customer,55,Business travel,Eco,529,3,2,2,2,5,3,2,3,3,3,3,1,3,3,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1703,5,5,3,4,5,3,5,5,3,2,4,4,5,5,0,14
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1574,1,5,1,4,5,1,1,5,4,4,4,4,1,5,0,16
satisfied,Female,Loyal Customer,28,Business travel,Business,1963,3,3,3,3,4,4,4,4,5,5,5,4,4,4,0,0
dissatisfied,Female,Loyal Customer,30,Business travel,Eco Plus,2063,1,3,3,3,1,1,1,1,4,5,4,4,3,1,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1803,4,2,4,4,4,4,2,4,3,2,3,3,4,4,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1747,1,0,0,5,5,0,5,5,3,2,2,5,1,5,0,0
dissatisfied,Female,Loyal Customer,66,Business travel,Eco Plus,739,3,5,5,5,4,4,4,3,3,3,3,1,3,1,0,0
satisfied,Female,Loyal Customer,44,Business travel,Business,874,4,4,4,4,5,3,4,4,4,4,4,4,4,2,1,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1003,3,3,3,4,3,3,3,3,4,4,4,4,5,3,0,0
dissatisfied,Female,disloyal Customer,38,Business travel,Business,1878,2,3,3,4,2,3,2,2,3,4,4,5,5,2,7,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2817,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,4186,2,0,2,1,3,2,3,3,3,2,4,3,4,3,0,0
satisfied,Male,Loyal Customer,43,Business travel,Business,1670,0,0,0,2,5,4,4,3,3,3,3,5,3,3,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,701,0,5,0,4,3,5,4,3,3,3,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2732,1,5,1,4,3,1,3,3,3,4,3,4,5,3,0,0
dissatisfied,Female,Loyal Customer,36,Business travel,Eco,2040,2,1,1,1,2,2,2,2,3,5,4,1,3,2,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1283,5,5,5,5,3,4,5,4,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,49,Business travel,Business,1059,2,2,2,2,5,4,5,5,5,5,5,5,5,5,40,28
satisfied,Male,Loyal Customer,22,Business travel,Business,3050,4,4,4,4,5,5,5,5,3,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,28,Business travel,Business,1938,1,1,1,1,3,3,3,3,3,1,1,4,2,3,3,0
satisfied,Female,Loyal Customer,51,Business travel,Business,463,3,3,2,3,2,5,4,4,4,4,4,3,4,4,0,0
satisfied,Female,Loyal Customer,67,Business travel,Eco Plus,693,5,1,1,1,4,2,5,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,24,Business travel,Business,4119,3,3,3,3,5,5,5,5,3,2,4,5,2,5,0,20
satisfied,Male,Loyal Customer,57,Business travel,Business,381,2,2,5,2,5,4,4,4,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,986,5,4,1,4,5,5,5,5,1,1,1,5,4,5,47,32
satisfied,Male,Loyal Customer,61,Business travel,Business,1581,2,2,2,2,2,5,4,5,5,5,5,4,5,3,0,12
satisfied,Female,Loyal Customer,55,Business travel,Business,3438,4,4,4,4,5,4,5,4,4,4,4,5,4,5,5,41
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2143,2,1,1,4,4,1,4,4,1,4,3,2,3,4,12,2
satisfied,Male,disloyal Customer,24,Business travel,Eco,1438,0,0,0,3,3,0,3,3,3,4,4,5,3,3,0,0
satisfied,Male,Loyal Customer,61,Business travel,Eco,1188,4,2,2,2,4,4,4,4,1,1,2,3,4,4,0,0
satisfied,Female,Loyal Customer,58,Business travel,Business,1646,3,3,3,3,3,5,5,5,5,5,5,3,5,4,1,0
dissatisfied,Male,disloyal Customer,30,Business travel,Business,3393,2,2,2,3,2,2,2,2,5,5,5,3,5,2,0,0
dissatisfied,Female,Loyal Customer,65,Business travel,Eco,651,1,2,2,2,3,4,4,1,1,1,1,1,1,2,0,12
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1653,2,4,0,4,2,0,2,2,1,2,4,4,4,2,0,0
satisfied,Male,Loyal Customer,47,Business travel,Business,2415,2,2,2,2,5,4,5,4,4,3,4,3,4,4,4,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1817,4,4,4,4,2,5,5,5,5,5,5,1,5,3,17,16
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1568,4,4,4,4,4,5,4,4,4,4,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,11,Business travel,Eco,2450,1,1,1,4,4,1,4,4,4,2,4,3,3,4,14,19
dissatisfied,Female,Loyal Customer,57,Business travel,Eco Plus,853,2,1,1,1,1,4,4,2,2,2,2,2,2,1,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1495,2,5,2,1,4,2,4,4,4,2,4,3,2,4,0,23
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1971,2,4,2,4,4,2,4,4,3,5,4,5,4,4,0,24
satisfied,Female,Loyal Customer,46,Business travel,Business,1572,5,5,1,5,5,5,5,2,2,2,2,4,2,5,8,0
satisfied,Male,Loyal Customer,30,Business travel,Business,1930,3,3,3,3,5,5,5,5,4,2,5,5,4,5,0,0
dissatisfied,Male,disloyal Customer,18,Business travel,Eco,1987,3,3,3,4,4,3,3,4,2,4,3,3,3,4,101,84
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1870,2,4,2,4,2,2,2,2,2,3,3,4,4,2,5,9
dissatisfied,Female,Loyal Customer,37,Business travel,Eco,1290,1,2,2,2,1,1,1,1,2,2,3,4,4,1,0,13
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2453,3,4,3,4,1,3,4,1,3,2,4,4,5,1,0,0
dissatisfied,Female,Loyal Customer,39,Business travel,Eco,2134,3,2,2,2,3,3,3,3,1,4,4,2,3,3,0,0
dissatisfied,Female,Loyal Customer,38,Business travel,Business,1094,3,2,2,2,5,2,1,3,3,3,3,3,3,1,8,11
satisfied,Female,Loyal Customer,53,Business travel,Business,3992,2,2,2,2,4,4,5,4,4,4,4,3,4,3,0,13
dissatisfied,Female,Loyal Customer,41,Business travel,Business,2097,2,3,3,3,1,3,3,2,2,2,2,2,2,2,0,0
satisfied,Male,Loyal Customer,58,Business travel,Business,3156,1,1,1,1,2,5,5,4,4,4,4,3,4,4,0,0
satisfied,Male,Loyal Customer,51,Business travel,Business,2178,2,2,2,2,5,5,5,5,3,4,5,5,4,5,188,198
satisfied,Female,Loyal Customer,31,Business travel,Business,4436,1,1,5,1,5,5,5,5,4,2,5,3,4,5,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2066,1,5,1,4,3,1,3,3,5,5,4,5,5,3,2,23
satisfied,Female,Loyal Customer,36,Business travel,Business,2817,5,5,5,5,5,5,4,5,5,5,5,4,5,4,0,0
satisfied,Male,disloyal Customer,25,Business travel,Eco,1571,4,5,3,4,3,3,3,3,5,5,5,1,5,3,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,445,3,3,3,3,5,4,5,4,4,4,4,4,4,5,0,0
satisfied,Male,Loyal Customer,56,Business travel,Business,1649,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,48,Business travel,Business,2350,3,3,3,3,5,5,5,5,5,5,5,4,5,3,0,0
dissatisfied,Male,disloyal Customer,35,Business travel,Business,2666,1,1,1,4,4,1,4,4,5,3,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2495,3,4,3,1,2,3,2,2,3,4,4,4,5,2,0,0
dissatisfied,Female,Loyal Customer,23,Business travel,Business,1167,3,2,2,2,3,3,3,3,3,1,3,2,4,3,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2688,2,2,3,2,5,4,4,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1796,3,3,3,3,4,5,3,4,4,4,4,2,4,4,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2364,4,4,4,3,4,4,4,4,1,2,4,1,3,4,0,0
satisfied,Male,disloyal Customer,22,Business travel,Eco,1552,5,4,5,1,1,5,1,1,3,2,5,3,4,1,0,12
