satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Male,Loyal Customer,41,Business travel,Business,1757,2,2,2,2,5,3,4,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,28,Business travel,Business,3866,1,1,1,1,4,4,4,4,4,5,4,3,4,4,0,0
satisfied,Male,Loyal Customer,34,Business travel,Business,3818,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco Plus,1136,3,5,3,2,2,3,2,2,4,2,5,3,1,2,46,36
satisfied,Male,Loyal Customer,38,Business travel,Business,1683,5,5,5,5,4,5,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,3670,1,4,1,1,1,1,1,1,3,1,5,1,5,1,1,0
satisfied,Male,Loyal Customer,53,Business travel,Business,2109,5,5,5,5,4,4,4,3,3,4,3,4,3,4,9,15
satisfied,Male,Loyal Customer,36,Business travel,Eco,1627,4,4,4,4,4,4,4,4,2,1,1,2,5,4,0,0
satisfied,Female,disloyal Customer,28,Business travel,Business,2875,4,4,4,3,4,4,4,4,5,4,4,4,5,4,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Eco,1320,3,3,3,3,5,3,5,5,3,5,4,3,4,5,30,19
dissatisfied,Male,Loyal Customer,48,Business travel,Business,3011,1,3,3,3,3,3,4,1,1,1,1,1,1,3,5,1
satisfied,Male,Loyal Customer,42,Business travel,Business,3964,5,5,3,5,4,2,4,4,4,4,4,4,4,1,0,0
satisfied,Male,Loyal Customer,66,Business travel,Eco,1911,4,2,4,2,4,4,4,4,2,2,2,4,1,4,0,0
satisfied,Female,Loyal Customer,43,Business travel,Business,3082,2,2,2,2,1,1,1,3,3,3,3,3,3,3,39,20
dissatisfied,Female,Loyal Customer,50,Business travel,Eco Plus,564,3,1,1,1,3,3,4,3,3,3,3,3,3,4,35,39
satisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,1834,3,3,3,3,2,4,5,5,5,5,5,3,5,4,23,12
dissatisfied,Female,Loyal Customer,65,Business travel,Eco,277,3,2,2,2,1,4,4,2,2,3,2,4,2,4,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Business,122,2,2,2,2,5,4,4,5,5,5,5,3,5,3,13,25
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,2057,2,2,2,2,3,2,3,3,4,1,2,3,2,3,13,20
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1936,5,5,4,3,2,4,2,2,3,5,5,3,4,2,1,0
dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1861,4,1,1,1,4,4,4,4,4,1,2,3,3,4,12,10
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2200,3,2,2,3,4,2,4,4,2,3,3,1,3,4,81,59
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,396,5,2,2,2,5,5,4,5,3,2,5,1,4,5,2,0
satisfied,Female,Loyal Customer,52,Business travel,Eco Plus,1133,4,5,5,5,2,3,2,4,4,4,4,2,4,1,15,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1749,1,4,1,4,2,1,2,2,3,2,4,5,4,2,0,5
satisfied,Female,Loyal Customer,54,Business travel,Business,2744,2,2,2,2,5,3,5,4,4,4,4,4,4,4,0,0
satisfied,Male,Loyal Customer,33,Business travel,Business,1238,3,3,3,3,4,5,3,4,1,4,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1948,3,3,3,4,5,3,1,5,4,1,3,3,3,5,3,7
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2000,2,4,2,4,3,2,4,3,2,5,3,4,3,3,9,22
dissatisfied,Male,Loyal Customer,31,Business travel,Eco,2296,2,4,4,4,2,2,2,2,1,4,4,4,4,2,18,16
satisfied,Female,Loyal Customer,16,Business travel,Business,3385,3,3,5,3,5,5,5,5,4,3,4,2,2,5,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2323,3,3,3,3,2,5,4,5,5,5,5,5,5,5,0,16
satisfied,Male,Loyal Customer,14,Business travel,Business,5033,1,1,1,1,5,5,5,5,5,5,4,3,5,5,0,0
satisfied,Male,Loyal Customer,36,Business travel,Business,2222,3,3,2,3,3,4,1,4,4,4,4,2,4,5,14,0
satisfied,Female,Loyal Customer,45,Business travel,Business,2603,2,2,2,2,3,5,5,5,5,5,5,5,5,3,0,0
dissatisfied,Male,disloyal Customer,35,Business travel,Eco,2315,3,3,3,3,2,3,2,2,5,4,3,1,3,2,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1499,4,3,3,3,5,4,5,5,5,4,5,5,5,1,41,24
satisfied,Female,Loyal Customer,45,Business travel,Business,2097,2,2,2,2,2,5,5,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,382,5,1,1,1,2,4,2,5,5,5,5,1,5,2,5,7
satisfied,Male,Loyal Customer,49,Business travel,Business,2591,4,3,4,4,4,5,5,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2015,4,4,4,4,4,5,4,5,5,4,5,4,5,3,0,4
dissatisfied,Female,Loyal Customer,52,Business travel,Business,1980,4,2,2,2,1,3,3,4,4,4,4,2,4,1,31,12
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1538,1,4,1,4,4,1,4,4,3,2,5,5,4,4,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2140,4,1,4,4,5,4,5,5,4,2,4,2,3,5,0,3
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,234,0,0,0,1,4,5,5,4,4,4,4,3,4,4,0,0
satisfied,Female,Loyal Customer,75,Business travel,Business,3717,4,4,4,4,2,1,2,4,4,4,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,31,Business travel,Business,3569,1,5,5,5,1,1,1,1,4,3,3,3,3,1,59,45
satisfied,Female,Loyal Customer,57,Business travel,Business,2322,5,5,5,5,2,4,4,5,5,5,4,5,5,4,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,1291,4,0,4,1,2,4,2,2,5,5,5,3,5,2,21,24
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,346,1,5,1,1,2,5,5,2,2,2,2,5,2,4,32,40
satisfied,Female,Loyal Customer,58,Business travel,Business,1265,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,3934,4,4,3,3,4,3,4,4,3,2,4,5,5,4,0,0
satisfied,Female,Loyal Customer,19,Business travel,Business,2563,4,4,4,4,5,5,5,5,4,5,4,2,1,5,0,30
satisfied,Female,Loyal Customer,55,Business travel,Business,1916,2,1,2,2,3,4,4,5,5,5,5,4,5,5,38,36
dissatisfied,Male,Loyal Customer,29,Business travel,Business,2995,4,5,5,5,4,4,4,4,3,3,3,1,4,4,0,2
satisfied,Female,Loyal Customer,22,Business travel,Business,1740,4,4,4,4,2,2,2,2,3,4,4,5,5,2,0,0
dissatisfied,Female,Loyal Customer,38,Business travel,Eco Plus,2140,2,1,1,1,2,2,2,2,1,5,4,4,4,2,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,3270,2,4,2,1,2,2,2,2,4,5,3,4,4,2,0,0
dissatisfied,Male,Loyal Customer,36,Business travel,Business,2884,3,3,3,3,4,3,3,3,3,3,3,2,3,3,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,478,2,4,5,5,4,1,1,1,1,2,1,5,1,1,62,51
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,1793,2,0,2,1,2,2,2,2,1,3,5,2,5,2,9,5
satisfied,Female,Loyal Customer,42,Business travel,Business,3711,5,5,5,5,3,5,4,5,5,5,5,3,5,4,18,20
dissatisfied,Female,Loyal Customer,33,Business travel,Business,473,4,4,4,4,3,4,3,4,4,3,4,2,4,2,48,62
dissatisfied,Female,disloyal Customer,56,Business travel,Business,1023,4,4,4,4,4,4,4,4,3,4,4,3,5,4,0,0
satisfied,Female,Loyal Customer,43,Business travel,Business,1559,3,3,3,3,4,5,5,5,5,4,5,4,5,5,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2606,2,2,2,2,4,5,5,5,5,5,5,5,5,4,6,0
satisfied,Male,disloyal Customer,25,Business travel,Business,2082,5,0,4,4,2,4,4,2,4,4,5,5,4,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1604,5,5,5,5,2,5,5,4,4,4,4,3,4,3,2,5
satisfied,Female,disloyal Customer,22,Business travel,Business,1661,5,2,5,2,3,2,3,3,5,5,5,4,5,3,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,3095,2,2,2,2,4,4,5,5,5,5,5,5,5,4,15,12
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2129,2,5,2,3,5,2,5,5,5,2,4,4,5,5,5,7
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,367,5,4,5,3,4,4,3,2,2,5,2,4,2,1,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,1747,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,54,Business travel,Eco,3746,2,4,4,4,2,2,2,2,1,2,3,3,4,2,4,0
satisfied,Female,Loyal Customer,28,Business travel,Eco,1681,0,0,0,5,2,0,2,2,4,5,2,5,2,2,11,12
satisfied,Female,Loyal Customer,45,Business travel,Business,1297,3,3,3,3,3,4,4,5,5,5,5,3,5,4,0,0
satisfied,Male,Loyal Customer,58,Business travel,Business,957,2,2,2,2,4,4,4,2,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2355,1,0,1,4,2,1,4,2,5,4,5,5,4,2,0,0
dissatisfied,Male,Loyal Customer,51,Business travel,Eco,1321,3,1,1,1,3,3,3,3,1,2,4,2,4,3,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1476,3,3,3,3,5,5,5,5,3,5,1,2,1,5,0,0
dissatisfied,Female,Loyal Customer,23,Business travel,Business,3144,2,3,3,3,2,3,2,2,1,3,4,1,4,2,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1091,4,4,4,4,4,4,4,5,5,4,5,4,5,4,0,0
satisfied,Female,Loyal Customer,39,Business travel,Business,2131,2,2,2,2,5,5,5,4,4,4,4,5,4,5,10,0
satisfied,Male,Loyal Customer,63,Personal Travel,Eco,1652,0,5,0,1,4,0,4,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,51,Business travel,Business,328,1,1,1,1,5,4,4,5,5,5,5,5,5,5,20,2
dissatisfied,Female,Loyal Customer,46,Personal Travel,Eco,406,4,4,5,3,1,2,3,4,4,5,1,1,4,5,7,0
satisfied,Male,Loyal Customer,58,Business travel,Business,209,4,4,4,4,3,4,5,4,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,49,Business travel,Business,2885,2,2,2,2,5,4,4,4,4,4,4,3,4,3,0,0
dissatisfied,Male,disloyal Customer,15,Business travel,Eco,2468,2,2,2,3,1,2,1,1,3,3,4,3,5,1,5,1
dissatisfied,Female,Loyal Customer,70,Business travel,Business,1112,2,2,2,2,4,3,3,2,2,2,2,2,2,2,0,0
satisfied,Male,disloyal Customer,22,Business travel,Eco,2711,5,5,5,4,1,5,1,1,5,3,2,4,1,1,0,0
satisfied,Male,Loyal Customer,38,Business travel,Business,3913,1,1,1,1,2,1,4,4,4,4,4,1,4,1,0,0
dissatisfied,Female,disloyal Customer,56,Business travel,Eco Plus,1874,2,2,2,3,2,2,2,2,2,5,4,4,4,2,1,6
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,3334,2,5,3,2,3,3,3,3,1,1,4,4,4,3,3,0
dissatisfied,Male,disloyal Customer,8,Business travel,Eco,2077,3,3,3,1,5,3,5,5,3,4,4,5,4,5,1,0
satisfied,Female,Loyal Customer,42,Business travel,Business,260,5,5,5,5,3,4,5,5,5,5,5,4,5,5,1,0
satisfied,Male,Loyal Customer,54,Business travel,Business,861,5,1,5,5,2,4,4,4,4,4,4,4,4,3,0,14
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1914,3,3,3,3,5,3,3,5,4,2,3,3,5,5,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,641,2,3,2,2,3,5,4,4,4,4,4,1,4,3,17,13
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2918,3,4,3,3,2,3,2,2,4,2,4,3,4,2,39,20
dissatisfied,Female,Loyal Customer,39,Business travel,Eco,2811,3,4,4,4,3,3,3,3,4,2,1,3,1,3,4,0
satisfied,Male,Loyal Customer,14,Business travel,Business,2417,2,2,2,2,4,4,4,4,4,2,5,4,5,4,5,1
dissatisfied,Male,disloyal Customer,36,Business travel,Business,2399,3,3,3,2,5,3,5,5,4,4,5,5,4,5,0,2
dissatisfied,Male,Loyal Customer,64,Business travel,Eco,2912,1,5,5,5,1,1,1,1,1,4,4,2,3,1,1,7
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1802,1,4,1,4,4,1,4,4,3,1,3,1,4,4,6,1
satisfied,Male,Loyal Customer,64,Business travel,Business,3999,3,3,4,3,3,4,5,4,4,4,4,5,4,3,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1849,2,4,2,3,4,2,4,4,5,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco Plus,1656,3,3,3,3,5,5,4,5,5,5,5,5,5,4,35,40
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2186,4,4,4,4,3,4,3,3,4,4,5,5,4,3,0,24
dissatisfied,Male,Loyal Customer,49,Personal Travel,Business,845,3,2,3,4,3,4,4,3,3,3,3,1,3,3,0,0
satisfied,Male,Loyal Customer,44,Business travel,Eco,1968,4,3,3,3,5,4,5,5,5,4,2,1,3,5,0,19
dissatisfied,Female,Loyal Customer,42,Business travel,Eco,638,2,4,4,4,3,2,1,2,2,2,2,2,2,3,0,0
satisfied,Female,Loyal Customer,54,Business travel,Business,2171,1,1,1,1,3,4,4,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,27,Business travel,Eco Plus,1785,1,4,4,4,1,1,1,1,3,1,4,1,3,1,0,23
satisfied,Female,Loyal Customer,38,Business travel,Business,2245,1,1,1,1,2,4,4,5,5,5,5,1,5,3,41,51
satisfied,Female,Loyal Customer,40,Business travel,Business,1220,5,5,5,5,3,1,3,5,5,5,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,55,Business travel,Eco,1372,2,4,4,4,2,2,2,2,2,4,4,1,3,2,7,13
satisfied,Male,Loyal Customer,51,Business travel,Business,2798,4,4,4,4,3,4,5,4,4,5,4,5,4,5,27,11
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,276,3,3,3,3,2,5,5,2,2,2,2,2,2,1,1,0
dissatisfied,Female,Loyal Customer,37,Personal Travel,Eco,2246,4,3,4,2,2,4,2,2,2,2,2,2,2,2,0,0
satisfied,Female,Loyal Customer,48,Business travel,Business,676,2,2,2,2,5,4,4,3,3,4,3,4,3,3,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1854,2,3,2,3,3,2,3,3,1,1,1,5,4,3,19,5
dissatisfied,Male,Loyal Customer,53,Business travel,Business,1231,3,4,4,4,2,3,3,3,3,3,3,4,3,1,26,67
satisfied,Female,Loyal Customer,37,Business travel,Business,1774,2,2,2,2,5,5,4,5,5,5,5,4,5,3,18,0
dissatisfied,Male,Loyal Customer,38,Business travel,Business,876,4,2,2,2,2,3,4,4,4,4,4,3,4,1,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2531,4,0,4,4,1,4,1,1,4,3,4,2,3,1,0,0
satisfied,Female,disloyal Customer,29,Business travel,Business,2647,0,0,0,1,3,0,3,3,3,2,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1524,4,3,4,1,2,4,2,2,2,5,3,5,1,2,32,31
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2182,4,5,2,1,2,1,1,3,3,4,4,1,4,1,214,204
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,3458,2,3,2,3,2,2,2,2,3,3,3,2,4,2,22,10
satisfied,Male,Loyal Customer,39,Business travel,Business,1818,2,2,2,2,4,4,4,5,5,5,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,23,Business travel,Eco,1923,2,4,4,4,2,2,1,2,4,1,3,3,4,2,0,0
satisfied,Female,Loyal Customer,33,Business travel,Business,849,4,4,4,4,4,4,3,2,2,2,2,2,2,2,0,18
dissatisfied,Male,Loyal Customer,52,Business travel,Business,1208,2,3,3,3,2,3,4,2,2,2,2,2,2,2,31,9
dissatisfied,Male,Loyal Customer,24,Business travel,Business,1848,4,3,3,3,4,4,4,4,1,3,3,4,2,4,0,0
dissatisfied,Female,Loyal Customer,30,Business travel,Business,2050,2,5,5,5,2,2,2,2,4,2,3,4,3,2,0,0
dissatisfied,Male,Loyal Customer,26,Business travel,Business,4065,4,5,5,5,4,4,4,4,1,1,1,2,3,4,73,51
satisfied,Female,Loyal Customer,55,Business travel,Eco,1119,4,3,3,3,1,3,4,4,4,4,4,5,4,4,2,1
satisfied,Male,Loyal Customer,50,Business travel,Business,1029,5,5,5,5,5,5,5,4,4,4,4,5,4,4,9,5
dissatisfied,Male,Loyal Customer,39,Business travel,Business,332,4,1,3,3,1,3,2,4,4,3,4,4,4,3,0,4
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2312,2,2,2,2,1,2,5,1,1,3,4,2,2,1,60,84
satisfied,Female,Loyal Customer,27,Business travel,Business,1605,5,5,5,5,5,5,5,5,5,5,5,4,4,5,32,20
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1107,3,4,0,3,4,0,4,4,3,5,5,5,4,4,0,0
satisfied,Female,Loyal Customer,42,Business travel,Business,1766,1,1,1,1,1,4,5,3,3,3,3,5,3,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1876,4,5,4,1,4,4,4,4,3,4,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,46,Business travel,Business,2563,4,2,2,2,4,4,4,4,1,3,2,4,1,4,20,22
satisfied,Female,Loyal Customer,59,Business travel,Business,2823,0,5,0,1,5,5,4,3,3,3,3,5,3,4,0,1
satisfied,Female,Loyal Customer,56,Business travel,Business,1233,2,2,2,2,3,5,4,5,5,5,5,5,5,3,0,0
satisfied,Male,Loyal Customer,54,Business travel,Business,2914,5,5,4,5,4,4,5,5,5,5,5,4,5,4,16,1
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1716,2,5,2,2,4,2,3,4,5,5,4,5,5,4,17,20
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1980,3,3,3,2,4,3,4,4,3,3,5,5,4,4,10,3
dissatisfied,Male,Loyal Customer,42,Business travel,Business,131,4,3,3,3,4,3,4,4,4,4,4,1,4,3,0,1
satisfied,Male,Loyal Customer,16,Personal Travel,Eco,3387,4,3,4,4,2,4,2,2,4,5,5,1,5,2,0,0
dissatisfied,Female,disloyal Customer,16,Business travel,Eco,1549,1,2,1,4,4,1,4,4,4,5,3,3,4,4,14,24
dissatisfied,Female,Loyal Customer,18,Personal Travel,Eco,1953,4,2,4,3,1,4,1,1,4,2,4,3,4,1,20,1
satisfied,Female,Loyal Customer,57,Business travel,Business,3884,3,3,3,3,5,4,4,5,5,5,4,3,5,5,0,14
satisfied,Female,Loyal Customer,32,Business travel,Business,1576,3,3,2,3,4,4,4,4,4,2,5,3,4,4,1,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,860,1,5,1,2,3,1,3,3,4,5,4,1,3,3,0,0
satisfied,Female,disloyal Customer,41,Business travel,Business,2479,5,5,5,3,2,5,2,2,3,5,3,4,4,2,0,0
satisfied,Male,Loyal Customer,43,Business travel,Eco,1999,4,2,4,2,4,4,4,4,1,1,5,3,2,4,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1114,2,4,2,3,3,2,3,3,3,5,4,5,5,3,0,0
satisfied,Female,Loyal Customer,58,Business travel,Business,891,5,5,5,5,5,5,5,5,5,5,5,4,5,5,22,23
satisfied,Male,Loyal Customer,36,Business travel,Eco,1295,3,2,2,2,3,3,3,3,3,3,3,5,4,3,0,1
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,3371,3,3,3,3,2,4,4,5,5,5,5,5,5,4,16,83
dissatisfied,Female,Loyal Customer,25,Business travel,Eco,2085,3,2,2,2,3,2,1,3,4,1,2,3,3,3,3,0
satisfied,Female,Loyal Customer,15,Business travel,Business,3757,3,3,3,3,5,5,5,5,4,1,3,1,4,5,0,0
dissatisfied,Male,disloyal Customer,19,Business travel,Eco,2783,4,5,5,5,3,4,3,3,4,3,3,4,5,3,3,5
dissatisfied,Female,Loyal Customer,12,Business travel,Business,4402,2,1,1,1,2,2,2,2,2,1,4,4,3,2,1,0
satisfied,Female,Loyal Customer,44,Business travel,Eco,497,5,5,5,5,3,5,3,4,4,5,4,1,4,1,0,2
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,2441,4,4,4,4,2,4,4,2,4,3,5,4,5,2,2,8
satisfied,Female,disloyal Customer,26,Business travel,Eco Plus,1376,5,5,5,5,4,5,4,4,1,1,4,1,1,4,9,0
dissatisfied,Female,Loyal Customer,47,Business travel,Eco,639,3,4,4,4,2,4,3,3,3,3,3,2,3,3,0,0
satisfied,Male,Loyal Customer,32,Business travel,Business,2881,2,2,2,2,5,5,5,5,4,3,5,4,4,5,0,0
satisfied,Female,disloyal Customer,25,Business travel,Business,2781,4,5,4,3,4,4,2,4,3,3,4,5,4,4,60,45
satisfied,Female,Loyal Customer,30,Personal Travel,Business,2580,1,5,1,1,5,5,5,5,4,5,4,4,5,5,17,0
satisfied,Male,Loyal Customer,11,Business travel,Eco Plus,3925,5,2,5,2,5,3,5,5,3,5,2,5,2,5,0,0
satisfied,Male,disloyal Customer,46,Business travel,Business,2727,2,2,2,3,3,2,3,3,5,2,5,4,4,3,23,8
satisfied,Female,Loyal Customer,52,Business travel,Business,693,5,5,5,5,5,5,5,5,5,5,5,4,5,4,20,14
dissatisfied,Female,Loyal Customer,16,Personal Travel,Eco,1967,4,5,4,3,5,4,5,5,4,2,5,5,4,5,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1362,3,0,3,2,4,3,4,4,4,2,5,3,5,4,0,5
satisfied,Male,Loyal Customer,66,Business travel,Eco,1075,4,1,4,1,4,4,4,4,4,4,3,2,3,4,21,15
dissatisfied,Male,Loyal Customer,26,Personal Travel,Business,2153,2,4,2,4,3,2,2,3,5,3,4,5,4,3,0,0
satisfied,Male,Loyal Customer,46,Business travel,Business,544,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0
satisfied,Female,Loyal Customer,20,Business travel,Business,4254,5,3,5,5,2,2,2,2,4,3,4,3,5,2,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,357,0,0,0,4,2,5,5,4,4,4,4,3,4,3,1,5
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1070,4,3,4,4,1,4,3,4,4,4,4,5,4,1,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco Plus,1764,1,1,0,3,4,0,3,4,4,5,4,1,4,4,6,0
dissatisfied,Male,Loyal Customer,53,Business travel,Eco,1906,2,2,2,2,2,2,2,2,2,1,3,1,3,2,13,12
satisfied,Male,Loyal Customer,40,Business travel,Business,1104,3,3,3,3,4,5,4,4,4,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,2310,5,5,5,5,4,2,1,4,4,4,4,1,4,4,8,5
satisfied,Male,Loyal Customer,59,Personal Travel,Eco,3135,4,4,4,4,1,4,1,1,3,5,4,3,4,1,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,838,5,2,5,2,5,3,3,5,5,5,5,1,5,2,0,4
satisfied,Female,Loyal Customer,59,Business travel,Eco,209,4,3,3,3,4,3,1,5,5,4,5,3,5,4,39,34
dissatisfied,Female,Loyal Customer,46,Business travel,Business,316,4,5,5,5,3,3,3,4,4,3,4,3,4,3,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,1788,2,5,2,5,4,2,4,4,5,2,1,3,2,4,0,0
dissatisfied,Female,Loyal Customer,55,Business travel,Eco,694,1,5,5,5,2,4,4,1,1,1,1,4,1,1,20,13
dissatisfied,Female,Loyal Customer,59,Business travel,Eco,986,3,1,1,1,1,3,4,3,3,3,3,4,3,3,17,30
satisfied,Female,Loyal Customer,47,Business travel,Business,1743,5,5,5,5,3,5,4,4,4,4,4,3,4,4,10,4
satisfied,Male,Loyal Customer,68,Business travel,Business,1844,5,5,4,5,2,4,5,5,5,5,5,5,5,4,0,5
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2197,3,5,3,1,1,3,1,1,5,3,5,5,4,1,5,0
satisfied,Male,Loyal Customer,60,Business travel,Business,1803,5,5,5,5,2,5,5,4,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,843,2,2,2,2,3,3,4,4,4,4,4,4,4,4,0,0
dissatisfied,Female,Loyal Customer,50,Business travel,Business,3839,4,1,1,1,2,4,3,2,2,2,4,1,2,1,2,2
satisfied,Male,Loyal Customer,41,Business travel,Business,2659,5,5,5,5,3,5,5,4,4,4,4,5,4,5,15,9
satisfied,Male,Loyal Customer,53,Business travel,Business,1058,2,2,2,2,4,5,4,4,4,4,4,5,4,4,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,268,2,2,2,2,5,4,4,4,4,4,4,4,4,4,5,0
satisfied,Female,Loyal Customer,49,Business travel,Business,3300,2,2,2,2,2,4,5,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,51,Business travel,Eco,73,5,3,3,3,1,1,1,4,4,5,4,1,4,2,17,29
dissatisfied,Male,Loyal Customer,39,Business travel,Business,1866,1,5,5,5,3,1,2,1,1,1,1,4,1,4,105,127
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2126,1,2,1,4,4,1,3,4,1,3,3,1,3,4,0,4
satisfied,Male,Loyal Customer,35,Business travel,Eco Plus,1404,3,1,1,1,3,3,3,3,1,3,3,4,1,3,0,0
dissatisfied,Female,Loyal Customer,63,Personal Travel,Eco,1913,4,3,4,3,2,4,4,2,2,4,2,1,2,4,0,0
satisfied,Male,Loyal Customer,50,Business travel,Business,3567,3,3,3,3,2,4,5,5,5,5,5,5,5,3,2,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,3041,4,4,4,5,1,4,1,1,3,2,5,5,4,1,37,17
dissatisfied,Female,Loyal Customer,11,Personal Travel,Eco,3349,2,5,2,5,2,1,1,2,3,1,1,1,2,1,201,216
satisfied,Male,Loyal Customer,34,Business travel,Business,1709,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,0
dissatisfied,Female,Loyal Customer,47,Business travel,Eco,617,2,3,3,3,5,2,3,2,2,2,2,1,2,2,9,11
dissatisfied,Male,Loyal Customer,53,Business travel,Eco,1664,3,2,1,2,3,3,3,3,3,5,4,1,4,3,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2077,3,4,3,2,2,3,2,2,3,3,5,3,5,2,0,0
